YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2005,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,3.2,6,AS6,Z,10.9,8.1,9.7,29,223
2013,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,X,7.7,5.6,6.8,42,156
2003,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,M5,X,10.3,7.2,8.9,32,205
2019,BMW,M4 CS,Compact,3.0,6,AM7,Z,14.3,10.4,12.6,22,294
2019,Mercedes-Benz,AMG GT C Coupe,Two-seater,4.0,8,AM7,Z,15.3,11.4,13.5,21,315
2011,DODGE,DURANGO AWD FFV,SUV,3.6,6,A5,E,17.4,12.2,15.1,19,242
2018,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,X,13.9,10.2,12.2,23,286
2003,HYUNDAI,TIBURON,SUBCOMPACT,2.7,6,M6,X,12.9,8.2,10.8,26,248
2017,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
2019,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.4,10.7,13.8,20,325
2005,CHEVROLET,TRAILBLAZER EXT,SUV,5.3,8,A4,X,15.8,10.7,13.5,21,310
2012,MERCEDES-BENZ,CL 65 AMG,COMPACT,6.0,12,AS5,Z,17.4,10.9,14.5,19,334
2010,DODGE,DAKOTA FFV 4X4,PICKUP TRUCK - STANDARD,4.7,8,A5,X,15.6,10.8,13.4,21,308
2013,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,6.4,4.9,5.7,50,131
2004,INFINITI,FX35 AWD,SUV,3.5,6,AS5,X,14.3,10.0,12.4,23,285
2010,BENTLEY,AZURE,MID-SIZE,6.8,8,AS6,Z,22.7,13.1,18.4,15,423
2015,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.6,9.6,12.3,23,283
2005,HYUNDAI,TIBURON,SUBCOMPACT,2.0,4,M5,X,10.0,7.1,8.7,32,200
2012,TOYOTA,VENZA,SUV,2.7,4,AS6,X,10.0,6.8,8.5,33,196
2017,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10.0,11.4,25,268
2015,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
2007,MERCEDES-BENZ,R 500,SUV,5.0,8,A7,Z,17.5,11.4,14.8,19,340
2017,ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,M7,Z,23.2,14.4,19.2,15,450
2015,KIA,OPTIMA,MID-SIZE,2.0,4,AS6,X,11.7,7.7,9.9,29,228
2015,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.8,7.8,8.9,32,205
2008,SATURN,SKY,TWO-SEATER,2.4,4,A5,Z,10.8,8.3,9.7,29,223
2013,RAM,1500 4X4 (FuelSaver MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,15.8,10.8,13.6,21,313
2018,Lincoln,MKZ AWD,Mid-size,3.0,6,AS6,X,14.0,9.2,11.8,24,278
2007,PORSCHE,CARRERA 4 CABRIOLET,MINICOMPACT,3.6,6,AS6,Z,12.4,8.4,10.6,27,244
2015,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,25,260
2019,Aston Martin,DBS Superleggera,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,20,324
2003,TOYOTA,HIGHLANDER 4X4,SUV,2.4,4,A4,X,11.8,9.1,10.6,27,244
2008,PONTIAC,WAVE,COMPACT,1.6,4,A4,X,9.0,6.2,7.8,36,179
2014,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,12.0,8.4,10.4,27,239
2007,DODGE,NITRO 4X4,SUV,4.0,6,A5,X,13.6,10.0,12.0,24,276
2002,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,X,11.2,8.0,9.8,29,225
2021,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.1,11.5,13.5,21,316
2019,Buick,Envision AWD,SUV: Small,2.0,4,A9,Z,11.7,9.4,10.7,26,249
2018,Mazda,CX-5 ,SUV: Small,2.0,4,M6,X,9.7,7.7,8.8,32,206
2018,Porsche,911 Carrera GTS,Minicompact,3.0,6,AM7,Z,11.5,9.1,10.4,27,243
2005,PORSCHE,CAYENNE,SUV,3.2,6,M6,Z,16.2,10.8,13.7,21,315
2003,FORD,MUSTANG,SUBCOMPACT,3.8,6,A4,X,12.3,8.0,10.4,27,239
2005,BMW,Z4 ROADSTER,TWO-SEATER,3.0,6,AM6,Z,10.7,6.9,9.0,31,207
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14.0,10.1,12.3,23,288
2017,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.5,14.3,17.7,16,291
2021,Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,X,11.0,9.1,10.1,28,241
2018,Chevrolet,Spark,Subcompact,1.4,4,M5,X,8.0,6.0,7.1,40,166
2016,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.7,8.9,11.0,26,258
2004,PONTIAC,AZTEK,SUV,3.4,6,A4,X,12.0,7.8,10.1,28,232
2020,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20.0,11.8,16.3,17,382
2003,BMW,Z4 ROADSTER,TWO-SEATER,2.5,6,A5,Z,11.4,7.7,9.7,29,223
2019,Ford,Taurus FFV AWD,Full-size,3.5,6,AS6,X,14.0,9.9,12.4,23,291
2006,AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,10.6,7.0,9.0,31,207
2022,Mercedes-Benz,G 550 SUV,SUV: Standard,4.0,8,A9,Z,16.3,13.7,15.1,19,354
2010,AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS6,Z,12.0,8.0,10.2,28,235
2012,KIA,SORENTO 4WD,SUV,3.5,6,AS6,X,11.5,8.2,10.0,28,230
2003,GMC,C1500 YUKON,SUV,5.3,8,A4,X,16.9,12.0,14.7,19,338
2010,AUDI,A8,MID-SIZE,4.2,8,AS6,Z,13.1,8.7,11.1,25,255
2018,Acura,TLX A-SPEC,Compact,2.4,4,AM8,Z,10.2,7.4,8.9,32,209
2017,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.8,12.3,14.2,20,334
2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,10.9,7.8,9.5,30,219
2001,SUZUKI,VITARA CONVERTIBLE 4X4,SUV,1.6,4,M5,X,9.2,7.6,8.5,33,196
2003,CHEVROLET,C1500 TAHOE FFV,SUV,5.3,8,A4,E,22.7,16.1,19.7,14,315
2017,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229
2012,JEEP,COMPASS 4X4,SUV,2.4,4,M5,X,9.2,7.2,8.3,34,191
2021,Mercedes-Benz,S 560 4MATIC Coupe,Compact,4.0,8,A9,Z,14.5,9.0,12.0,24,282
2019,Porsche,911 Targa 4S,Minicompact,3.0,6,AM7,Z,11.1,8.6,10.0,28,233
2015,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.0,6.7,8.0,35,184
2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,E,15.3,9.5,12.7,22,203
2018,Cadillac,CT6,Full-size,2.0,4,AS8,Z,11.0,7.8,9.5,30,224
2008,NISSAN,VERSA,MID-SIZE,1.8,4,A4,X,8.5,6.2,7.4,38,170
2020,Maserati,Quattroporte GTS,Full-size,3.8,8,AS8,Z,16.0,10.8,13.7,21,321
2005,GMC,K1500 SIERRA HYBRID 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.3,11.3,13.0,22,299
2002,BMW,540i,COMPACT,4.4,8,M6,Z,14.7,9.1,12.2,23,281
2008,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AS5,X,8.0,5.8,7.0,40,161
2019,Mercedes-Benz,AMG SL 63,Two-seater,5.5,8,A7,Z,15.3,10.2,13.0,22,303
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,8.0,6.6,7.4,38,172
2015,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,7.9,9.8,29,225
2022,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258
2011,BUICK,ENCLAVE AWD,SUV,3.6,6,A6,X,13.4,9.0,11.4,25,262
2007,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6,M5,X,13.1,9.4,11.4,25,262
2021,BMW,X3 xDrive30i,SUV: Small,2.0,4,AS8,Z,10.2,8.2,9.3,30,217
2017,BMW,M4 COUPE,COMPACT,3.0,6,M6,Z,13.7,9.1,11.7,24,273
2021,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,58,113
2012,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.1,16.6,20.2,14,323
2015,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,278
2013,AUDI,ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AS8,Z,10.4,7.4,9.0,31,207
2016,AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,224
2011,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.8,6,M6,Z,13.1,8.0,10.8,26,248
2021,MINI,Cooper S Convertible,Minicompact,2.0,4,M6,Z,10.3,7.3,9.0,31,209
2017,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,Z,8.0,6.2,7.2,39,167
2009,MERCEDES-BENZ,CLK 350,SUBCOMPACT,3.5,6,A7,Z,12.3,7.8,10.3,27,237
2000,CHEVROLET,TRACKER 4X4,SUV,2.0,4,A4,X,10.3,8.3,9.4,30,216
2003,MASERATI,SPIDER GT,SUBCOMPACT,4.2,8,M6,Z,21.0,13.0,17.4,16,400
2017,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.5,11.2,12.5,23,293
2013,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,7.6,5.6,6.7,42,154
2018,Kia,Soul,Station wagon: Small,1.6,4,AS6,X,9.4,7.8,8.7,32,205
2013,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,AV,X,9.9,7.6,8.9,32,205
2019,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12.0,24,284
2010,KIA,RIO,COMPACT,1.6,4,M5,X,7.1,5.8,6.5,43,150
2001,NISSAN,MAXIMA,MID-SIZE,3.0,6,M5,X,10.8,7.9,9.5,30,218
2001,NISSAN,QUEST,MINIVAN,3.3,6,A4,X,13.9,9.3,11.8,24,271
2016,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,AS6,X,10.5,6.8,8.8,32,207
2010,CHEVROLET,IMPALA,FULL-SIZE,3.9,6,A4,X,12.0,7.4,10.0,28,230
2009,NISSAN,VERSA,MID-SIZE,1.8,4,M6,X,7.9,6.3,7.2,39,166
2017,KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275
2002,DODGE,RAM 1500 WAGON,VAN - PASSENGER,5.2,8,A4,X,19.4,14.5,17.2,16,396
2002,CHRYSLER,NEON R/T #,COMPACT,2.0,4,M5,X,8.8,6.7,7.9,36,182
2003,KIA,MAGENTIS,MID-SIZE,2.4,4,A4,X,10.9,7.2,9.2,31,212
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,340
2015,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,246
2021,Porsche,718 Spyder,Two-seater,4.0,6,M6,Z,14.0,10.1,12.2,23,286
2001,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,14.3,10.0,12.4,23,285
2018,Subaru,Crosstrek AWD,SUV: Small,2.0,4,M6,X,10.5,8.1,9.4,30,220
2005,SUBARU,OUTBACK XT WAGON AWD,SUV,2.5,4,AS5,Z,12.6,8.8,10.9,26,251
2000,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M6,Z,10.2,6.8,8.7,32,200
2005,MERCEDES-BENZ,E 320 WAGON,STATION WAGON - MID-SIZE,3.2,6,A5,Z,11.9,7.8,10.1,28,232
2016,BMW,340i xDRIVE,COMPACT,3.0,6,AS8,Z,10.9,7.3,9.3,30,216
2008,GMC,CANYON CHASSIS CAB,PICKUP TRUCK - SMALL,3.7,5,A4,X,15.6,11.4,13.8,20,317
2017,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.8,9.1,31,213
2008,VOLKSWAGEN,JETTA SPORTWAGON,STATION WAGON - SMALL,2.5,5,AS6,X,10.6,7.0,9.0,31,207
2008,AUDI,A5 QUATTRO,SUBCOMPACT,3.2,6,M6,Z,12.7,7.1,10.2,28,235
2013,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,11.1,7.1,9.3,30,214
2017,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139
2005,NISSAN,SENTRA,COMPACT,1.8,4,A4,X,8.3,6.2,7.4,38,170
2019,Chevrolet,Equinox,SUV: Small,1.6,4,A6,D,8.5,6.0,7.4,38,199
2014,MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,7.1,5.8,6.5,43,150
2010,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,12.9,8.2,10.8,26,248
2003,MASERATI,COUPE GT,SUBCOMPACT,4.2,8,M6,Z,21.0,13.0,17.4,16,400
2009,VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4,AS6,Z,10.8,7.1,9.1,31,209
2021,Lamborghini,Huracan,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
2022,Maserati,Levante Modena,SUV: Standard,3.0,6,A8,Z,15.1,10.9,13.2,21,308
2003,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,M5,Z,11.9,7.7,10.0,28,230
2010,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4,A4,X,11.5,8.1,10.0,28,230
2012,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,M6,X,11.9,7.6,10.0,28,230
2003,VOLKSWAGEN,GTI,COMPACT,2.8,6,M6,Z,11.1,7.3,9.4,30,216
2005,GMC,CANYON,PICKUP TRUCK - STANDARD,2.8,4,M5,X,12.2,8.2,10.4,27,239
2001,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,5.7,8,A4,X,17.4,12.7,15.3,18,352
2019,Porsche,911 Carrera 4S,Minicompact,3.0,6,AM7,Z,11.1,8.5,9.9,29,232
2019,Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,M5,X,10.1,7.7,9.0,31,211
2022,Aston Martin,Vantage V8,Two-seater,4.0,8,A8,Z,13.1,9.6,11.5,25,270
2010,MINI,JOHN COOPER WORKS,MINICOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2011,SMART,FORTWO CABRIOLET,TWO-SEATER,1.0,3,AS5,Z,5.9,4.8,5.4,52,124
2018,Ford,F-150 (Payload Pkg),Pickup truck: Standard,3.5,6,AS10,X,13.7,11.2,12.5,23,293
2004,CHEVROLET,C1500 AVALANCHE FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,22.5,15.9,19.5,14,312
2010,VOLVO,XC60 3.2 AWD,SUV,3.2,6,AS6,X,13.8,8.9,11.6,24,267
2006,HUMMER,H3 4X4,SUV,3.5,5,A4,X,14.7,11.4,13.2,21,304
2016,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.6,10.4,27,243
2011,FORD,EXPLORER 4WD,SUV,3.5,6,A6,X,12.5,8.8,10.8,26,248
2019,Mercedes-Benz,AMG SLC 43,Two-seater,3.0,6,A9,Z,11.8,8.2,10.2,28,238
2016,BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,343
2008,HUMMER,H3 4X4,SUV,5.3,8,A4,X,16.6,12.6,14.8,19,340
2019,Jaguar,XF 20d AWD,Mid-size,2.0,4,AS8,D,7.8,5.8,6.9,41,186
2000,BMW,323 CONVERTIBLE,COMPACT,2.5,6,A5,Z,13.0,8.9,11.2,25,258
2005,AUDI,ALLROAD QUATTRO,SUV,2.7,6,AS5,Z,14.3,9.8,12.3,23,283
2018,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.3,8.4,10.0,28,235
2021,Lexus,IS 300,Compact,2.0,4,AS8,Z,11.0,7.6,9.5,30,221
2005,MITSUBISHI,MONTERO 4X4,SUV,3.8,6,AS5,Z,16.1,11.6,14.1,20,324
2009,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,M6,Z,12.6,8.0,10.5,27,242
2002,MERCEDES-BENZ,CL 55 AMG,COMPACT,5.4,8,A5,Z,14.6,9.8,12.4,23,285
2022,Land Rover,Range Rover P525,SUV: Standard,5.0,8,AS8,Z,14.4,11.3,13.0,22,305
2013,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,9.8,6.5,8.3,34,191
2016,BMW,228i xDRIVE,SUBCOMPACT,2.0,4,AS8,Z,10.4,6.8,8.8,32,207
2019,Chevrolet,Suburban FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16,298
2012,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,16.6,12.2,14.6,19,336
2018,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A6,X,15.3,10.9,13.3,21,313
2005,NISSAN,SENTRA,COMPACT,2.5,4,A4,X,10.1,7.8,9.0,31,207
2022,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290
2014,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,14.1,10.0,12.2,23,281
2006,CHRYSLER,300C AWD (MDS),FULL-SIZE,5.7,8,AS5,X,13.6,9.0,11.6,24,267
2011,NISSAN,PATHFINDER 4WD,SUV,4.0,6,A5,Z,14.9,10.3,12.8,22,294
2004,MINI,COOPER,MINICOMPACT,1.6,4,M5,Z,8.3,5.9,7.2,39,166
2021,Jeep,Renegade 4X4,SUV: Small,2.4,4,A9,X,11.2,8.2,9.8,29,230
2021,Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.5,9.3,30,219
2016,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183
2013,NISSAN,VERSA,COMPACT,1.6,4,M5,X,7.3,5.4,6.5,43,150
2004,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,E,22.5,15.9,19.5,14,312
2004,HYUNDAI,SONATA,MID-SIZE,2.4,4,A4,X,10.9,7.2,9.2,31,212
2008,GMC,SAVANA CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,E,22.9,17.4,20.4,14,326
2019,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,X,18.0,14.1,16.3,17,382
2006,MASERATI,SPYDER GT,TWO-SEATER,4.2,8,AS6,Z,19.0,11.3,15.5,18,356
2013,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,12.4,8.1,10.5,27,242
2010,MAZDA,RX-8,SUBCOMPACT,1.3,2,M6,Z,12.8,9.2,11.2,25,258
2014,BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4,A8,Z,9.3,6.0,7.8,36,179
2020,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,22,296
2016,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,12.9,9.6,11.4,25,270
2019,Audi,Q7,SUV: Standard,3.0,6,AS8,Z,12.6,9.4,11.1,25,260
2014,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,9.1,6.2,7.8,36,179
2019,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,199
2014,BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,AS6,X,8.3,5.4,7.0,40,161
2015,BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4,AS8,D,8.6,6.9,7.9,36,213
2006,LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,A4,X,14.0,8.5,11.5,25,264
2001,DODGE,DURANGO 4X4,SUV,5.9,8,A4,X,19.6,12.8,16.5,17,380
2000,LEXUS,ES 300,COMPACT,3.0,6,A4,X,12.3,8.2,10.5,27,242
2015,ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
2020,Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.1,8.0,9.7,29,260
2013,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.1,16.6,20.2,14,323
2003,SUZUKI,AERIO FASTBACK,STATION WAGON - SMALL,2.0,4,M5,X,8.9,6.5,7.8,36,179
2018,Porsche,Panamera 4 ST,Full-size,3.0,6,AM8,Z,11.5,9.0,10.4,27,242
2013,MAZDA,MAZDA3 DI 4-DOOR,COMPACT,2.0,4,AS6,X,7.1,4.9,6.1,46,140
2019,Toyota,Tundra 4WD,Pickup truck: Standard,4.6,8,AS6,X,16.8,13.1,14.9,19,354
2009,GMC,CANYON CREW CAB 4X4,PICKUP TRUCK - SMALL,5.3,8,A4,X,14.8,10.6,12.9,22,297
2015,BMW,335i xDRIVE SEDAN,COMPACT,3.0,6,AS8,Z,11.9,7.8,10.0,28,230
2003,SUZUKI,AERIO FASTBACK SX,STATION WAGON - SMALL,2.0,4,M5,X,9.1,6.7,8.0,35,184
2009,PONTIAC,G6,COMPACT,2.4,4,A4,X,9.5,6.5,8.2,34,189
2019,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,X,13.9,10.2,12.2,23,287
2015,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
2017,MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.7,7.1,8.5,33,200
2015,JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
2017,CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.3,6.0,7.3,39,170
2014,CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,6.2,8,M6,Z,15.0,10.6,13.1,22,301
2021,Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,22,294
2009,SUBARU,FORESTER 2.5XS LTD,SUV,2.5,4,AS4,X,10.4,7.6,9.1,31,209
2007,CHEVROLET,AVALANCHE 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.4,10.4,13.1,22,301
2020,Honda,Civic Sedan,Mid-size,2.0,4,AV7,X,8.2,6.5,7.4,38,172
2015,ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.0,7.5,7.7,37,177
2013,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,9.1,6.1,7.8,36,179
2010,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M6,Z,11.6,7.8,9.9,29,228
2013,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,A6,E,15.5,8.8,12.5,23,200
2013,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,14.2,9.2,12.0,24,276
2019,Audi,SQ5,SUV: Small,3.0,6,AS8,Z,12.7,10.0,11.5,25,270
2008,CHEVROLET,SUBURBAN 4X4 FFV,SUV,5.3,8,A4,X,15.4,10.4,13.1,22,301
2005,SAAB,9-5 ARC WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,AS5,Z,12.0,7.6,10.0,28,230
2000,BMW,528i,COMPACT,2.8,6,M5,Z,11.5,7.5,9.7,29,223
2020,Audi,A5 Cabriolet quattro,Subcompact,2.0,4,AM7,Z,10.0,7.4,8.8,32,206
2012,VOLKSWAGEN,TIGUAN,SUV,2.0,4,AS6,Z,9.7,7.6,8.8,32,202
2002,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,A4,Z,13.1,8.8,11.2,25,258
2022,Porsche,911 Carrera S,Minicompact,3.0,6,AM8,Z,12.9,10.2,11.7,24,274
2020,Jaguar,F-TYPE Coupe R-Dynamic AWD,Two-seater,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
2004,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,2.8,4,A4,X,13.6,9.4,11.7,24,269
2022,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.0,9.8,11.0,26,258
2018,Chevrolet,Colorado,Pickup truck: Small,2.5,4,M6,X,11.9,9.2,10.7,26,251
2003,ACURA,RSX,SUBCOMPACT,2.0,4,M6,Z,9.7,6.9,8.4,34,193
2008,CHEVROLET,AVALANCHE FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,19.6,13.4,16.9,17,270
2021,Jeep,Wrangler JL 4X4,SUV: Small,2.0,4,A8,X,10.7,9.8,10.3,27,241
2009,HONDA,PILOT AWD,SUV,3.5,6,A5,X,13.1,9.1,11.3,25,260
2011,AUDI,A5 COUPE,SUBCOMPACT,2.0,4,M6,Z,9.5,6.5,8.1,35,186
2014,BMW,X6 M,SUV - STANDARD,4.4,8,A6,Z,16.3,11.7,14.2,20,327
2015,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.2,5.9,7.2,39,166
2015,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.8,8.5,9.8,29,225
2006,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,X,16.6,11.7,14.4,20,331
2001,AUDI,A4,COMPACT,1.8,4,M5,Z,10.4,6.8,8.8,32,202
2022,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,345
2011,CHEVROLET,IMPALA,FULL-SIZE,3.5,6,A4,X,10.8,6.7,9.0,31,207
2009,DODGE,DURANGO 4X4 FFV,SUV,4.7,8,A5,X,15.6,10.8,13.5,21,310
2017,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18.0,16,299
2011,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.7,5.6,6.7,42,154
2020,BMW,X2 M35i,SUV: Small,2.0,4,AS8,Z,10.0,7.8,9.0,31,210
2012,JEEP,GRAND CHEROKEE 4X4 SRT8 (FuelSaver MDS),SUV,6.4,8,A5,Z,17.1,11.4,14.6,19,336
2000,BUICK,REGAL #,MID-SIZE,3.8,6,A4,Z,13.5,8.0,11.0,26,253
2010,BMW,550i,MID-SIZE,4.8,8,M6,Z,14.0,9.0,11.7,24,269
2012,MAZDA,MAZDA3 DI 5-DOOR,MID-SIZE,2.0,4,AS6,X,7.1,5.0,6.2,46,143
2016,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201
2008,VOLVO,S60 2.5T,COMPACT,2.5,5,A5,Z,11.2,7.4,9.5,30,218
